Transaction_ID,Transaction_date,Gender,Age,Marital_status,State_names,Referal,Employees_status,Payment_method,Segment,Amount_spent
153096,10/1/2020,Female,30,Single,Minnesota,0,workers,PayPal,Basic,1578.74
153097,10/1/2020,Male,66,Single,Utah,1,workers,Card,Missing,726
153098,10/2/2020,Male,60,Single,Kentucky,0,Employees,PayPal,Basic,651.96
153099,10/2/2020,Female,32,Single,Pennsylvania,1,Employees,PayPal,Basic,2403.94
153100,10/2/2020,Female,30,Married,New Mexico,1,self-employed,Card,Silver,2709.67
153101,10/2/2020,Male,55,Married,Indiana,1,workers,PayPal,Gold,3015.4
153102,10/3/2020,Male,47,Married,Alaska,1,workers,Other,Basic,2970
153103,10/4/2020,Female,35,Single,Georgia,0,workers,Card,Platinum,423.77
153104,10/4/2020,Male,37,Single,Rhode Island,1,Employees,PayPal,Platinum,1044.41
153105,10/5/2020,Male,27,Single,Connecticut,1,workers,PayPal,Silver,985.3
153106,10/5/2020,Female,30,Married,Virginia,1,workers,Card,Missing,1345.41
153107,10/5/2020,Male,22,Married,West Virginia,0,workers,PayPal,Platinum,651.96
153108,10/5/2020,Male,75,Single,Tennessee,0,Employees,Card,Platinum,2870.69
153109,10/5/2020,Female,27,Married,Minnesota,1,Employees,Card,Basic,2538.15
153110,10/6/2020,Female,76,Single,Delaware,0,workers,Card,Basic,703.3
153111,10/6/2020,Female,68,Married,Utah,1,Employees,PayPal,Basic,208.26
153112,10/6/2020,Female,33,Married,Vermont,0,workers,Card,Silver,1214.75
153113,10/6/2020,Male,68,Single,Tennessee,1,Employees,Other,Basic,1095.55
153114,10/7/2020,Male,72,Single,Nevada,1,workers,Other,Platinum,2563.19
153115,10/7/2020,Female,74,Married,Alabama,0,Employees,Card,Basic,731.47
153116,10/7/2020,Male,66,Married,Georgia,0,Employees,PayPal,Silver,208.14
153117,10/7/2020,Male,52,Married,New York,1,self-employed,Card,Basic,1060.51
153118,10/7/2020,Female,16,Married,New Hampshire,0,Unemployment,Card,Platinum,1938.48
153119,10/8/2020,Male,26,Single,North Carolina,0,workers,PayPal,Basic,1955.97
153120,10/8/2020,Male,65,Married,Missouri,0,Employees,Other,Silver,1296.92
153121,10/9/2020,Female,32,Single,Missouri,1,workers,PayPal,Missing,599.19
153122,10/9/2020,Female,39,Single,Indiana,0,Employees,PayPal,Basic,150.19
153123,10/9/2020,Female,33,Married,Arkansas,1,self-employed,PayPal,Platinum,84.21
153124,10/10/2020,Female,21,Married,Georgia,1,Employees,PayPal,Platinum,18.23
153125,10/10/2020,Male,63,Married,Delaware,1,self-employed,PayPal,Basic,1083.72
153126,10/11/2020,Male,70,Married,Idaho,1,workers,Card,Gold,1224.93
153127,10/11/2020,Male,25,Single,Wyoming,1,Employees,Other,Basic,2051.04
153128,10/11/2020,Female,47,Married,West Virginia,1,workers,Card,Silver,196.97
153129,10/12/2020,Female,43,Single,Pennsylvania,1,workers,Card,Basic,870.88
153130,10/12/2020,Male,59,Married,Iowa,0,Employees,PayPal,Silver,2548.51
153131,10/12/2020,Female,43,Single,North Carolina,0,self-employed,PayPal,Silver,177.74
153132,10/13/2020,Female,71,Married,Georgia,1,self-employed,Card,Basic,164.79
153133,10/14/2020,Male,27,Single,Florida,1,Employees,Other,Platinum,451.58
153134,10/14/2020,Female,71,Married,Montana,1,Employees,Other,Basic,729.87
153135,10/14/2020,Male,30,Married,South Dakota,1,self-employed,Other,Basic,780.98
153136,10/15/2020,Female,72,Married,Rhode Island,0,Employees,Other,Basic,1208.48
153137,10/15/2020,Male,21,Single,Florida,1,self-employed,Card,Missing,1938.48
153138,10/16/2020,Male,29,Married,Maryland,1,Unemployment,PayPal,Basic,2668.48
153139,10/17/2020,Male,47,Married,Maine,1,workers,PayPal,Basic,482.57
153140,10/17/2020,Male,44,Married,Wisconsin,1,self-employed,Other,Silver,620.36
153141,10/17/2020,Female,42,Single,Washington,1,self-employed,PayPal,Platinum,1281.68
153142,10/18/2020,Male,43,Single,Maryland,0,workers,PayPal,Gold,2414.37
153143,10/18/2020,Female,56,Married,Illinois,1,self-employed,Other,Gold,495.88
153144,10/18/2020,Male,72,Single,South Dakota,1,Employees,Card,Silver,2716.94
153145,10/19/2020,Male,75,Married,Virginia,1,workers,Other,Silver,31.41
153146,10/19/2020,Female,56,Married,Massachusetts,0,self-employed,Card,Silver,316.1
153147,10/19/2020,Male,16,Single,Kansas,0,self-employed,Card,Basic,1479.99
153148,10/19/2020,Male,34,Married,Hawaii,1,workers,PayPal,Basic,153.55
153149,10/20/2020,Male,27,Married,Rhode Island,0,Unemployment,Card,Basic,1444.21
153150,10/20/2020,Female,67,Married,Virginia,0,Employees,Card,Basic,2038.12
153151,10/20/2020,Male,59,Single,California,1,self-employed,PayPal,Silver,2632.03
153152,10/20/2020,Female,49,Married,Massachusetts,0,self-employed,Other,Basic,382.8
153153,10/21/2020,Female,19,Single,Vermont,1,self-employed,PayPal,Basic,1967.6
153154,10/21/2020,Female,26,Married,Wisconsin,1,self-employed,PayPal,Platinum,2520.52
153155,10/22/2020,Female,75,Married,Oklahoma,1,Employees,PayPal,Missing,383.86
153156,10/22/2020,Male,19,Married,Florida,0,workers,Card,Platinum,1694.95
153157,10/22/2020,Male,26,Single,South Dakota,0,workers,Card,Platinum,1220.65
153158,10/23/2020,Male,68,Single,Illinois,1,Employees,Other,Basic,2485.02
153159,10/23/2020,Male,66,Single,Maryland,1,Employees,Other,Silver,542.29
153160,10/23/2020,Female,53,Single,Oregon,1,workers,Card,Basic,1858.83
153161,10/24/2020,Female,73,Married,Texas,0,Employees,PayPal,Missing,3175.37
153162,10/24/2020,Female,41,Married,Kentucky,0,self-employed,Card,Basic,932.17
153163,10/24/2020,Male,63,Single,Illinois,1,Unemployment,PayPal,Basic,748.66
153164,10/24/2020,Male,53,Single,Massachusetts,0,Unemployment,PayPal,Basic,2007.91
153165,10/24/2020,Male,63,Single,North Carolina,1,self-employed,Other,Basic,1778.43
153166,10/24/2020,Male,49,Single,New Hampshire,0,workers,PayPal,Platinum,2832.99
153167,10/24/2020,Male,54,Married,Maine,0,workers,PayPal,Basic,2543.82
153168,10/24/2020,Female,30,Married,Nebraska,0,self-employed,Card,Basic,2087.13
153169,10/25/2020,Male,73,Single,Arkansas,1,workers,PayPal,Platinum,2756.36
153170,10/25/2020,Female,57,Single,Ohio,1,workers,Other,Basic,1128.68
153171,10/25/2020,Male,19,Single,Iowa,1,workers,Other,Missing,2440.45
153172,10/26/2020,Male,43,Single,Delaware,0,Employees,Card,Basic,435.6
153173,10/26/2020,Female,43,Married,Rhode Island,1,Employees,PayPal,Basic,2832.99
153174,10/26/2020,Female,75,Single,Pennsylvania,0,Employees,PayPal,Silver,2922.89
153175,10/26/2020,Male,19,Married,Michigan,1,Employees,Other,Basic,538.1
153176,10/27/2020,Male,34,Single,North Dakota,1,workers,Other,Platinum,361.86
153177,10/27/2020,Female,44,Single,Texas,1,workers,Card,Silver,242.61
153178,10/27/2020,Male,47,Single,Delaware,0,self-employed,PayPal,Basic,613.13
153179,10/27/2020,Male,24,Married,Nevada,0,Unemployment,PayPal,Basic,983.65
153180,10/27/2020,Female,42,Married,Delaware,1,self-employed,Card,Missing,190.93
153181,10/28/2020,Male,66,Married,Hawaii,1,Unemployment,PayPal,Basic,783.81
153182,10/30/2020,Male,22,Married,Florida,1,Employees,Other,Gold,1682.07
153183,10/30/2020,Female,46,Married,Oklahoma,1,Employees,PayPal,Basic,2714.1
153184,10/30/2020,Female,54,Married,Pennsylvania,1,Employees,PayPal,Basic,1545.32
153185,10/31/2020,Female,50,Married,North Dakota,1,workers,Card,Basic,541.23
153186,10/31/2020,Female,55,Single,New Hampshire,1,Employees,PayPal,Basic,1015.84
153187,11/1/2020,Male,21,Married,Iowa,0,Employees,PayPal,Silver,2551.32
153188,11/1/2020,Male,32,Married,Oregon,0,self-employed,Card,Basic,2094.06
153189,11/2/2020,Female,25,Married,Alabama,0,Employees,Other,Gold,1954.13
153190,11/4/2020,Male,55,Single,Kansas,0,Employees,PayPal,Basic,299.81
153191,11/4/2020,Male,23,Married,Iowa,0,Employees,Card,Gold,732.77
153192,11/4/2020,Female,60,Married,California,0,Unemployment,Other,Basic,2785.78
153193,11/6/2020,Male,41,Married,Maine,1,Employees,Card,Silver,4838.79
153194,11/6/2020,Male,57,Single,Iowa,1,workers,PayPal,Gold,6891.8
153195,11/6/2020,Female,17,Married,Nevada,1,Employees,Card,Platinum,583.9
153196,11/6/2020,Female,60,Single,South Dakota,1,Employees,Card,Platinum,1350.37
153197,11/7/2020,Female,30,Single,Georgia,1,self-employed,Card,Basic,434.06
153198,11/7/2020,Female,67,Single,California,1,workers,Card,Basic,2681.44
153199,11/8/2020,Male,38,Married,Hawaii,0,Unemployment,Card,Silver,1350.37
153200,11/8/2020,Male,15,Single,Ohio,1,workers,PayPal,Platinum,1801.22
153201,11/8/2020,Male,60,Single,Alaska,1,self-employed,Other,Platinum,489.16
153202,11/8/2020,Female,41,Single,Oregon,1,self-employed,PayPal,Platinum,523.59
153203,11/8/2020,Female,36,Single,Massachusetts,1,workers,PayPal,Platinum,1820.75
153204,11/8/2020,Male,35,Married,Vermont,1,Employees,Card,Basic,698.05
153205,11/9/2020,Female,31,Married,North Dakota,0,Unemployment,PayPal,Basic,2779.17
153206,11/9/2020,Female,20,Married,Nebraska,0,Employees,PayPal,Silver,1425.69
153207,11/10/2020,Male,65,Married,Georgia,1,Employees,Card,Platinum,2457.43
153208,11/10/2020,Female,43,Married,Iowa,1,Employees,Card,Basic,1267.55
153209,11/10/2020,Male,67,Married,Arkansas,1,Unemployment,Other,Gold,735.56
153210,11/10/2020,Female,28,Married,Hawaii,0,Employees,PayPal,Platinum,2015.34
153211,11/10/2020,Male,47,Married,Virginia,1,self-employed,Card,Platinum,456.3
153212,11/11/2020,Male,54,Single,New Jersey,1,Employees,PayPal,Platinum,2033.16
153213,11/11/2020,Male,64,Married,New Jersey,0,self-employed,Other,Basic,1590.5
153214,11/11/2020,Male,57,Single,South Carolina,1,Employees,PayPal,Silver,99.12
153215,11/12/2020,Female,25,Married,Pennsylvania,1,Employees,Other,Silver,1208.41
153216,11/12/2020,Male,37,Single,Minnesota,1,Employees,Card,Platinum,1368.19
153217,11/13/2020,Female,19,Single,Nevada,1,Employees,Card,Basic,2888.8
153218,11/14/2020,Male,67,Married,Hawaii,0,Unemployment,PayPal,Missing,869.06
153219,11/14/2020,Male,68,Single,South Dakota,1,Employees,Other,Gold,2925.27
153220,11/15/2020,Female,51,Married,Tennessee,0,Employees,PayPal,Silver,1305.12
153221,11/15/2020,Male,53,Married,West Virginia,0,Employees,PayPal,Basic,2736.47
153222,11/16/2020,Male,26,Married,Nevada,0,Employees,Card,Basic,215.5
153223,11/16/2020,Male,18,Single,Maryland,1,Employees,Other,Platinum,76.69
153224,11/16/2020,Female,42,Married,Tennessee,1,self-employed,Other,Basic,2093.72
153225,11/17/2020,Male,48,Married,Missouri,1,Employees,PayPal,Gold,145.99
153226,11/18/2020,Female,20,Married,Nebraska,1,Employees,PayPal,Missing,1324.12
153227,11/20/2020,Female,26,Married,Delaware,0,Unemployment,Card,Platinum,713.62
153228,11/20/2020,Female,63,Single,Indiana,1,Employees,Other,Basic,2008.03
153229,11/21/2020,Female,49,Married,Pennsylvania,0,Employees,Other,Silver,3302.44
153230,11/21/2020,Male,47,Single,Mississippi,0,Employees,Other,Silver,1613.49
153231,11/21/2020,Male,32,Married,New Hampshire,0,Employees,Card,Silver,826.72
153232,11/21/2020,Male,27,Single,Montana,1,Employees,PayPal,Missing,1012.94
153233,11/21/2020,Male,31,Married,Virginia,0,Employees,PayPal,Basic,1088.41
153234,11/22/2020,Female,26,Married,New Hampshire,0,workers,Other,Basic,2417.1
153235,11/22/2020,Female,20,Single,Tennessee,0,workers,Other,Platinum,774.8
153236,11/22/2020,Female,45,Single,Kansas,1,Employees,Card,Platinum,1407.18
153237,11/22/2020,Male,52,Married,Illinois,0,self-employed,Card,Silver,1148.69
153238,11/23/2020,Male,25,Married,Delaware,1,workers,PayPal,Silver,1280.63
153239,11/24/2020,Male,15,Married,Kentucky,1,Employees,Card,Platinum,1173.06
153240,11/24/2020,Male,22,Single,Missouri,0,workers,Card,Platinum,2498.24
153241,11/25/2020,Male,17,Married,Georgia,0,Employees,PayPal,Basic,1086.53
153242,11/25/2020,Female,16,Married,New Mexico,1,workers,PayPal,Basic,139.78
153243,11/25/2020,Male,20,Single,Connecticut,1,self-employed,PayPal,Gold,1079.45
153244,11/25/2020,Female,39,Single,Florida,0,Unemployment,PayPal,Basic,861.01
153245,11/26/2020,Male,42,Married,South Carolina,1,workers,Other,Missing,104.03
153246,11/26/2020,Male,31,Single,Oregon,1,self-employed,Other,Basic,1759.25
153247,11/26/2020,Female,17,Married,Missouri,0,self-employed,Other,Basic,1764.83
153248,11/27/2020,Female,24,Single,Texas,0,self-employed,Other,Gold,895.26
153249,11/27/2020,Male,77,Single,Washington,0,Employees,PayPal,Platinum,439.56
153250,11/27/2020,Male,25,Single,Hawaii,0,Employees,Card,Silver,473.88
153251,11/27/2020,Female,58,Married,Arkansas,1,workers,Card,Gold,2602.81
153252,11/27/2020,Male,47,Married,Iowa,1,Employees,PayPal,Missing,1166.14
153253,11/28/2020,Male,62,Married,Tennessee,0,self-employed,PayPal,Platinum,926.8
153254,11/28/2020,Female,59,Married,Montana,1,Employees,PayPal,Platinum,1385.15
153255,11/28/2020,Male,30,Single,Arkansas,0,self-employed,PayPal,Basic,329.11
153256,11/28/2020,Male,70,Single,North Carolina,0,workers,Other,Basic,1032.03
153257,11/29/2020,Female,22,Single,Arkansas,1,self-employed,Other,Silver,445.39
153258,11/29/2020,Female,27,Married,Texas,1,Employees,Other,Basic,1778.9
153259,11/29/2020,Female,56,Married,Illinois,1,self-employed,PayPal,Basic,2559.54
153260,11/30/2020,Female,53,Single,Colorado,1,workers,Other,Gold,1367.36
153261,11/30/2020,Male,76,Married,Idaho,1,Unemployment,Card,Basic,1845.62
153262,11/30/2020,Male,46,Single,Kansas,1,Employees,Card,Missing,584.71
153263,12/1/2020,Female,61,Married,Arizona,0,workers,PayPal,Basic,2412.48
153264,12/1/2020,Male,72,Single,Delaware,1,Employees,Other,Silver,2710.98
153265,12/2/2020,Male,74,Married,Indiana,0,self-employed,PayPal,Basic,2548.97
153266,12/2/2020,Female,44,Married,Virginia,1,self-employed,Other,Basic,792.2
153267,12/3/2020,Male,36,Married,Kentucky,0,Employees,Other,Silver,1436.94
153268,12/3/2020,Male,39,Married,Virginia,1,workers,PayPal,Silver,1275.22
153269,12/4/2020,Female,64,Single,Arizona,1,Employees,Card,Basic,2563.32
153270,12/4/2020,Female,56,Single,South Carolina,0,self-employed,PayPal,Platinum,114.48
153271,12/6/2020,Female,61,Single,North Carolina,0,Employees,Other,Basic,220.16
153272,12/6/2020,Female,65,Single,Georgia,1,workers,PayPal,Basic,20.25
153273,12/6/2020,Male,69,Single,Indiana,0,workers,PayPal,Basic,1603.13
153274,12/7/2020,Male,33,Married,Kansas,0,Unemployment,Other,Basic,1639.64
153275,12/7/2020,Male,18,Married,Minnesota,1,Employees,Other,Basic,2444.11
153276,12/7/2020,Female,48,Single,Iowa,1,Unemployment,PayPal,Platinum,1993.95
153277,12/7/2020,Female,35,Married,Wisconsin,0,workers,Other,Basic,99.16
153278,12/7/2020,Male,55,Married,Louisiana,1,Employees,PayPal,Basic,2546.7
153279,12/8/2020,Female,65,Single,Arizona,1,Employees,PayPal,Basic,685.75
153280,12/8/2020,Female,26,Married,Illinois,1,workers,PayPal,Basic,810.33
153281,12/8/2020,Male,33,Single,Rhode Island,0,self-employed,Other,Gold,981.15
153282,12/8/2020,Female,28,Single,Utah,1,Employees,Card,Basic,1642.31
153283,12/8/2020,Male,68,Single,New York,1,self-employed,PayPal,Basic,617.11
153284,12/8/2020,Female,38,Married,Colorado,0,workers,Other,Missing,292.11
153285,12/8/2020,Male,78,Married,New Jersey,0,Employees,Card,Platinum,1123.54
153286,12/10/2020,Male,78,Married,Massachusetts,1,Employees,PayPal,Gold,567.74
153287,12/10/2020,Male,25,Single,Kansas,1,Employees,Other,Basic,936.76
153288,12/10/2020,Male,38,Married,Idaho,1,Employees,PayPal,Silver,1074.575
153289,12/10/2020,Female,31,Single,North Carolina,0,workers,PayPal,Basic,1190.37
153290,12/10/2020,Male,33,Married,California,0,Employees,Other,Basic,2621.91
153291,12/10/2020,Female,39,Married,Arizona,0,Employees,PayPal,Basic,2442.77
153292,12/11/2020,Male,49,Married,Connecticut,0,Employees,Other,Platinum,816.72
153293,12/11/2020,Male,65,Single,Iowa,1,Employees,PayPal,Basic,2445.02
153294,12/11/2020,Female,31,Married,Massachusetts,1,Employees,PayPal,Gold,1097.81
153295,12/11/2020,Male,18,Married,North Dakota,1,self-employed,Other,Silver,1623.73
153296,12/11/2020,Male,32,Married,California,1,self-employed,Card,Platinum,1267.04
153297,12/12/2020,Male,16,Married,Maryland,1,self-employed,Card,Gold,1810.74
153298,12/15/2020,Female,35,Married,Hawaii,1,workers,Other,Basic,1851.58
153299,12/15/2020,Male,40,Single,Maryland,1,workers,Other,Basic,862.93
153300,12/15/2020,Female,22,Single,Wisconsin,1,workers,Other,Platinum,2752.98
153301,12/15/2020,Female,76,Married,Ohio,1,Employees,Card,Missing,713.87
153302,12/16/2020,Female,24,Single,Minnesota,0,workers,Other,Gold,2440.49
153303,12/17/2020,Female,61,Single,Wyoming,1,Unemployment,PayPal,Silver,1999.03
153304,12/18/2020,Male,34,Single,Pennsylvania,1,Unemployment,Card,Basic,1041.62
153305,12/18/2020,Male,71,Single,Kansas,1,workers,PayPal,Silver,1736.68
153306,12/19/2020,Male,54,Married,Pennsylvania,1,workers,Card,Gold,1464.56
153307,12/19/2020,Male,50,Single,Idaho,1,workers,Other,Silver,2752.98
153308,12/19/2020,Female,70,Single,Connecticut,0,Unemployment,Other,Gold,386.66
153309,12/19/2020,Female,17,Single,Massachusetts,0,Employees,Card,Basic,1289.19
153310,12/20/2020,Female,77,Married,Alaska,1,workers,Other,Gold,856.67
153311,12/20/2020,Male,41,Married,Tennessee,1,workers,PayPal,Missing,424.15
153312,12/20/2020,Male,59,Single,Oregon,1,Employees,PayPal,Gold,713.87
153313,12/20/2020,Male,52,Single,Montana,1,Unemployment,PayPal,Gold,2579.67
153314,12/20/2020,Male,72,Married,Louisiana,1,self-employed,PayPal,Basic,1552.2
153315,12/21/2020,Male,19,Married,Wisconsin,1,workers,Card,Basic,1573.94
153316,12/21/2020,Female,24,Married,Maine,1,Employees,PayPal,Basic,417.25
153317,12/21/2020,Male,63,Single,Massachusetts,1,Employees,Other,Silver,2622.91
153318,12/21/2020,Female,31,Single,Tennessee,0,workers,PayPal,Silver,2416.8
153319,12/22/2020,Male,70,Single,Utah,0,Employees,Card,Gold,2407.4
153320,12/22/2020,Male,51,Married,South Dakota,1,workers,Card,Basic,2771.84
153321,12/22/2020,Female,78,Single,Illinois,1,Employees,Card,Missing,1664.96
153322,12/23/2020,Female,55,Single,Texas,1,Employees,Other,Missing,813.32
153323,12/23/2020,Male,54,Married,New York,0,self-employed,PayPal,Basic,1313.94
153324,12/24/2020,Male,48,Married,Nebraska,0,workers,Other,Basic,2984.37
153325,12/24/2020,Female,51,Married,Montana,1,workers,Other,Gold,145.65
153326,12/24/2020,Male,53,Married,Delaware,1,Employees,PayPal,Platinum,-2693.07
153327,12/25/2020,Male,73,Married,Delaware,1,workers,Card,Gold,1954.17
153328,12/25/2020,Female,15,Single,Hawaii,0,self-employed,PayPal,Silver,2085.21
153329,12/25/2020,Male,64,Married,Oklahoma,1,self-employed,Card,Basic,612.08
153330,12/26/2020,Male,65,Married,Maine,1,workers,PayPal,Basic,773.1
153331,12/26/2020,Female,39,Single,Oklahoma,1,workers,Card,Basic,2757
153332,12/27/2020,Female,67,Single,Oklahoma,1,workers,Other,Platinum,899.21
153333,12/27/2020,Female,31,Married,New York,1,Employees,Other,Silver,191.21
153334,12/27/2020,Female,60,Married,South Carolina,1,workers,PayPal,Platinum,2802.74
153335,12/28/2020,Male,27,Single,Montana,0,Employees,PayPal,Silver,1767.95
153336,12/28/2020,Male,69,Single,Vermont,0,Unemployment,Card,Silver,733.16
153337,12/28/2020,Female,29,Single,Wyoming,0,workers,PayPal,Platinum,1720.27
153338,12/28/2020,Male,56,Single,Connecticut,1,Employees,PayPal,Platinum,305.32
153339,12/29/2020,Male,22,Married,South Dakota,0,workers,PayPal,Platinum,1849.77
153340,12/30/2020,Female,72,Married,Iowa,1,Unemployment,PayPal,Silver,784.12
153341,12/30/2020,Male,22,Single,Utah,1,workers,PayPal,Basic,1664.15
153342,12/30/2020,Male,72,Married,Minnesota,0,Employees,PayPal,Silver,892.56
153343,12/31/2020,Female,71,Married,Massachusetts,1,workers,Card,Basic,2040.65
153344,12/31/2020,Female,54,Single,Hawaii,1,self-employed,Card,Platinum,2962.07
153345,12/31/2020,Female,72,Married,Ohio,1,self-employed,Card,Basic,842.61
153346,1/1/2021,Female,27,Single,New York,1,self-employed,PayPal,Basic,1901.82
153347,1/2/2021,Male,58,Single,Virginia,1,Employees,PayPal,Basic,2961.03
153348,1/2/2021,Male,70,Married,Rhode Island,1,Employees,Other,Platinum,2702.62
153349,1/3/2021,Male,17,Married,Wyoming,1,Employees,Card,Basic,2548.3
153350,1/4/2021,Female,33,Single,Arizona,1,Employees,Other,Platinum,1757.72
153351,1/4/2021,Female,25,Married,Hawaii,1,workers,Card,Basic,2971.65
153352,1/4/2021,Male,57,Single,Arizona,1,workers,Other,Platinum,1465.94
153353,1/4/2021,Female,15,Married,New Hampshire,1,Employees,PayPal,Missing,2594.06
153354,1/4/2021,Female,44,Married,Montana,0,workers,Other,Basic,2440.23
153355,1/4/2021,Male,77,Single,Nebraska,0,Employees,Other,Gold,1786.14
153356,1/5/2021,Female,52,Married,Arkansas,1,Employees,PayPal,Silver,1390.89
153357,1/5/2021,Male,30,Single,Washington,0,Employees,PayPal,Platinum,2836.21
153358,1/6/2021,Female,40,Married,West Virginia,1,self-employed,PayPal,Silver,52.16
153359,1/6/2021,Male,61,Married,Virginia,0,workers,Other,Silver,961.59
153360,1/7/2021,Male,27,Single,Minnesota,0,Employees,PayPal,Gold,921
153361,1/7/2021,Male,70,Married,Maine,1,Employees,Card,Basic,379.72
153362,1/7/2021,Male,67,Married,Indiana,0,Employees,Card,Gold,1393.51
153363,1/7/2021,Female,69,Married,Massachusetts,0,Unemployment,PayPal,Basic,2099.17
153364,1/7/2021,Male,21,Married,Tennessee,1,self-employed,Card,Platinum,2899.22
153365,1/8/2021,Female,75,Married,New Mexico,1,workers,PayPal,Basic,751.7
153366,1/8/2021,Male,40,Single,Michigan,1,workers,Card,Basic,961.59
153367,1/9/2021,Male,32,Married,Kansas,0,Employees,Card,Missing,464.15
153368,1/9/2021,Female,65,Married,Georgia,0,workers,PayPal,Gold,1154.5
153369,1/9/2021,Male,60,Married,Nevada,1,Employees,PayPal,Platinum,2634.69
153370,1/9/2021,Male,31,Married,Utah,1,Employees,Card,Gold,1624.83
153371,1/9/2021,Male,15,Married,Ohio,1,self-employed,PayPal,Silver,614.97
153372,1/10/2021,Female,60,Single,New Jersey,1,Employees,Other,Platinum,857.15
153373,1/11/2021,Male,37,Married,Montana,1,Employees,Card,Basic,30.18
153374,1/11/2021,Female,59,Married,Maryland,0,self-employed,PayPal,Basic,2723.15
153375,1/11/2021,Female,44,Married,Utah,0,workers,Card,Basic,186.96
153376,1/11/2021,Female,66,Married,Colorado,0,Employees,Other,Basic,1995.47
153377,1/11/2021,Female,74,Married,Missouri,0,self-employed,Card,Basic,683.1
153378,1/12/2021,Male,24,Married,Illinois,1,Employees,Card,Silver,2904.41
153379,1/12/2021,Male,50,Married,Virginia,1,workers,Other,Basic,1943.56
153380,1/13/2021,Male,77,Married,New York,1,Unemployment,PayPal,Basic,388.48
153381,1/14/2021,Male,32,Married,Idaho,1,Employees,PayPal,Silver,658.71
153382,1/14/2021,Female,51,Married,Missouri,0,Employees,Other,Platinum,1534.53
153383,1/14/2021,Female,55,Married,Iowa,0,Employees,PayPal,Basic,2762.96
153384,1/15/2021,Female,47,Married,Minnesota,0,Employees,PayPal,Basic,165.28
153385,1/15/2021,Male,55,Married,Alabama,1,workers,PayPal,Silver,1450.74
153386,1/15/2021,Male,31,Married,Delaware,1,workers,Card,Silver,1050.09
153387,1/16/2021,Male,25,Married,Oregon,0,self-employed,PayPal,Basic,1049.48
153388,1/17/2021,Male,29,Married,New Mexico,1,Employees,PayPal,Silver,1143.58
153389,1/17/2021,Male,34,Single,Oregon,1,workers,Card,Basic,1499.17
153390,1/19/2021,Female,37,Married,Florida,1,Employees,Other,Silver,539.01
153391,1/19/2021,Male,16,Single,Delaware,1,self-employed,Card,Silver,1707.07
153392,1/19/2021,Female,16,Single,Tennessee,0,workers,Card,Gold,1357.78
153393,1/19/2021,Male,65,Married,California,0,workers,Other,Basic,146.27
153394,1/20/2021,Male,59,Single,Texas,1,workers,Card,Basic,344.74
153395,1/20/2021,Female,59,Married,Minnesota,1,Employees,PayPal,Missing,2767.44
153396,1/21/2021,Female,64,Single,Michigan,1,self-employed,Card,Platinum,1576.4
153397,1/22/2021,Male,74,Single,Maryland,1,Employees,Other,Basic,529.33
153398,1/22/2021,Male,73,Married,South Carolina,1,workers,Other,Platinum,518.79
153399,1/23/2021,Female,40,Married,New Mexico,1,workers,PayPal,Basic,68.17
153400,1/23/2021,Male,63,Single,Connecticut,1,Unemployment,PayPal,Basic,752.47
153401,1/23/2021,Male,77,Single,Arkansas,1,self-employed,Other,Silver,980.27
153402,1/23/2021,Female,73,Single,Connecticut,0,workers,Card,Silver,1901.51
153403,1/24/2021,Male,28,Single,Maine,1,Unemployment,Card,Silver,361.67
153404,1/24/2021,Male,30,Single,Missouri,1,self-employed,Other,Silver,1511.14
153405,1/24/2021,Female,16,Single,Connecticut,0,workers,PayPal,Gold,1922.05
153406,1/24/2021,Female,29,Married,Alabama,1,workers,Card,Basic,1728.28
153407,1/25/2021,Female,62,Married,Oregon,1,Employees,PayPal,Basic,1972.9
153408,1/25/2021,Female,59,Single,Connecticut,1,Employees,Other,Platinum,2743.95
153409,1/25/2021,Male,76,Single,Maryland,0,Unemployment,PayPal,Gold,2642.85
153410,1/25/2021,Male,62,Married,North Dakota,1,Employees,Other,Silver,197.81
153411,1/25/2021,Female,66,Single,Alabama,1,self-employed,Other,Platinum,2789.52
153412,1/26/2021,Male,78,Married,Texas,1,workers,Card,Gold,582.83
153413,1/27/2021,Male,71,Single,Idaho,1,workers,Other,Silver,1043.77
153414,1/27/2021,Female,57,Single,Connecticut,1,self-employed,PayPal,Gold,1361.9
153415,1/28/2021,Male,55,Single,Maine,0,workers,PayPal,Basic,1322.29
153416,1/28/2021,Male,45,Married,Washington,1,Unemployment,Other,Basic,2625.81
153417,1/29/2021,Female,26,Single,North Dakota,1,Employees,Other,Basic,411.3
153418,1/30/2021,Female,38,Single,Texas,1,workers,PayPal,Gold,2796.49
153419,1/31/2021,Female,78,Married,Arizona,1,self-employed,PayPal,Platinum,820.26
153420,1/31/2021,Female,54,Married,Idaho,1,Employees,PayPal,Basic,943.59
153421,2/1/2021,Male,17,Married,Iowa,1,Unemployment,PayPal,Basic,350.59
153422,2/1/2021,Male,77,Single,Pennsylvania,1,workers,Card,Basic,835.4
153423,2/1/2021,Male,16,Single,Maine,0,Unemployment,PayPal,Basic,61.1
153424,2/2/2021,Female,33,Married,South Dakota,0,Employees,PayPal,Silver,561.13
153425,2/2/2021,Female,26,Married,Michigan,1,self-employed,PayPal,Silver,2463.77
153426,2/2/2021,Male,58,Married,Wyoming,1,workers,Card,Silver,388.65
